Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24
Cremorne,Axil Coffee Roasters,Shop 1/600 Church Street,VIC,3121,2021-07-17,17/07/2021,10:40am - 11:16am,Case attended venue,2021-07-18,18/07/2021,18:28:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:40:00,11:16:00
Hawthorn,McDonald's Hawthorn,692 Glenferrie Road,VIC,3122,2021-07-14,14/07/2021,6:40pm - 7:20pm,Case attended venue,2021-07-18,18/07/2021,18:18:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:40:00,19:20:00
Mildura,Kaffenio - Mildura,47A Langtree Avenue,VIC,3500,2021-07-13,13/07/2021,8:30am - 9:30am,Case attended venue,2021-07-18,18/07/2021,17:36:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:30:00,09:30:00
Bacchus Marsh,Bacchus Marsh College Bus Interchange,Corner of Grant Street and Griffith Street,VIC,3340,2021-07-14,14/07/2021,3:00pm - 3:30pm,Case attended venue,2021-07-18,18/07/2021,17:36:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,15:30:00
Hawthorn,Schnitz Hawthorn,Shop 4/672 Glenferrie Road,VIC,3122,2021-07-14,14/07/2021,6:15pm - 7:10pm,Case attended venue,2021-07-18,18/07/2021,17:36:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:15:00,19:10:00
Summerlands,"The Nobbies, Phillip Island Nature Parks",1320 Ventnor Road,VIC,3922,2021-07-14,14/07/2021,4:30pm - 5:30pm,NOTE: Updated day and time. Case attended venue,2021-07-18,18/07/2021,17:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:30:00,17:30:00
Summerlands,"The Nobbies, Phillip Island Nature Parks - Churchill Island Walk",1320 Ventnor Road,VIC,3922,2021-07-13,13/07/2021,3:32pm - 4:06pm,NOTE: Updated time. Case attended venue,2021-07-18,18/07/2021,17:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:32:00,16:06:00
Maddingley,Shape it Fitness ,33 Griffith Street,VIC,3340,2021-07-13,13/07/2021,5:16pm - 6:36pm,Case attended venue,2021-07-18,18/07/2021,15:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:16:00,18:36:00
Maddingley,BP Service Station Maddingley ,65 Grant Street,VIC,3340,2021-07-14,14/07/2021,12:50pm - 1:30pm,Case attended venue,2021-07-18,18/07/2021,15:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:50:00,13:30:00
Melbourne,"AAMI Park, Wallabies vs France match UPDATED: Anyone seated in Zone 2 (entering through Gate 7) in sections 22, 23 and 24 (Aisles 20-23, Rows A-U, Seats 378-457) ",Olympic Boulevard,VIC,3000,2021-07-13,13/07/2021,7:56pm - 10:00pm,"See <a href='https://www.coronavirus.vic.gov.au/aami-park-exposure-site-location'>map of venue</a>. Sections 22, 23 and 24 are in the black box. For more information, see AAMI Park Advice tab at the top of this page.",2021-07-18,18/07/2021,14:15:15,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,19:56:00,22:00:00
Melbourne,"AAMI Park, Wallabies vs France match UPDATED: Anyone who entered Gate 7 in specified time",Olympic Boulevard,VIC,3000,2021-07-13,13/07/2021,7:56pm - 8:13pm,"See <a href='https://www.coronavirus.vic.gov.au/aami-park-exposure-site-location'>map of venue</a>. Gate 7 is at the bottom of map. For more information, see AAMI Park Advice tab at the top of this page.",2021-07-18,18/07/2021,14:15:05,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,19:56:00,20:13:00
Melbourne,"AAMI Park, Wallabies v France match UPDATED: All others in Zone 2 + Zone 6 Sections 81-91 (see notes)",Olympic Boulevard,VIC,3000,2021-07-13,13/07/2021,7:56pm - 10:00pm,"This advice applies to all people seated in Sections 25-42 (see purple area of map), Sections 81-91 in Zone 6 (see red area of map), and who didn't enter Gate 7 within 7:56pm-8:13pm. See <a href='https://www.coronavirus.vic.gov.au/aami-park-exposure-site-location'>map of venue</a>. For more information, see AAMI Park Advice tab at the top of this page.
",2021-07-18,18/07/2021,14:15:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:56:00,22:00:00
Cremorne,Ms Frankie,24 Cremorne Street,VIC,3121,2021-07-16,16/07/2021,12:00am - 1:00am,Updated time. Case attended venue,2021-07-18,18/07/2021,14:08:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,01:00:00
Cremorne,Ms Frankie,24 Cremorne Street,VIC,3121,2021-07-15,15/07/2021,12:00pm - 11:59pm,Updated time. Case attended venue,2021-07-18,18/07/2021,14:08:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:00:00,23:59:00
Cremorne,Ms Frankie,24 Cremorne Street,VIC,3121,2021-07-14,14/07/2021,3:30pm - 10:30pm,Updated time. Case attended venue,2021-07-18,18/07/2021,14:08:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:30:00,22:30:00
Cremorne,Ms Frankie,24 Cremorne Street,VIC,3121,2021-07-13,13/07/2021,5:00pm - 11:00pm,Updated time. Case attended venue,2021-07-18,18/07/2021,14:08:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:00:00,23:00:00
Point Cook,Coles - Sanctuary Lakes Shopping Centre,300 Point Cook Road,VIC,3030,2021-07-14,14/07/2021,9:00am - 10:45am,Case attended venue,2021-07-18,18/07/2021,13:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:00:00,10:45:00
Public Transport,Yarra Trams- Route 48 (Batman’s Hill D15 to Burnley Street & Bridge Street Stop 21),,VIC,,2021-07-14,14/07/2021,6:04pm - 6:33pm,Case travelled on tram,2021-07-18,18/07/2021,12:47:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:04:00,18:33:00
Public Transport,Yarra Trams- Route 75 (Burnley Street & Bridge Road Stop to Central Pier & Harbour Esplanade D4),,VIC,,2021-07-15,15/07/2021,8:03am - 8:32am,Case travelled on tram,2021-07-18,18/07/2021,12:47:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:03:00,08:32:00
Public Transport,Yarra Trams- Route 109 (Charles Street & Cotham Road Stop 35 to Burke Road & Whitehorse Road Stop 42),,VIC,,2021-07-14,14/07/2021,3:25pm - 3:55pm,Case travelled on tram,2021-07-18,18/07/2021,12:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:25:00,15:55:00
Public Transport,Yarra Trams- Route 109 (Burke Road & Whitehorse Road Stop 42 to Kew Junction & High Street Stop 32),,VIC,,2021-07-14,14/07/2021,5:25pm - 5:55pm,Case travelled on tram,2021-07-18,18/07/2021,12:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:25:00,17:55:00
Public Transport,Yarra Trams-Route 72 (Cotham Road & Whitehorse Road Stop 70 to Camberwell Station & Burke Road Stop 64),,VIC,,2021-07-14,14/07/2021,3:45pm - 4:15pm,Case travelled on tram,2021-07-18,18/07/2021,12:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:45:00,16:15:00
Public Transport,Yarra Trams- Route 72 (Camberwell Station & Burke Road Stop 64 to Cotham Road & Whitehorse Road Stop 70),,VIC,,2021-07-14,14/07/2021,5:21pm - 5:31pm,Case travelled on tram,2021-07-18,18/07/2021,12:27:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:21:00,17:31:00
Public Transport,Yarra Trams- Route 11 or 48 (Batman’s Hill D15 to William Street & Collins Street Stop 3),,VIC,,2021-07-15,15/07/2021,8:20am - 8:50am,Case travelled on tram,2021-07-18,18/07/2021,12:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:20:00,08:50:00
Public Transport,Yarra Trams- Route 11 or 48 (William Street & Collins Street Stop 3 to Batman’s Hill D15),,VIC,,2021-07-15,15/07/2021,10:30am - 11:00am,Case travelled on tram,2021-07-18,18/07/2021,12:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:30:00,11:00:00
Public Transport,Yarra Trams- Route 75 (Burnley Street & Bridge Street Stop 21 to The Goods Shed & McCrae Street D5),,VIC,,2021-07-14,14/07/2021,8:15am - 9:15am,Case travelled on tram,2021-07-18,18/07/2021,12:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:15:00,09:15:00
Ringwood,Ringwood Mazda,395 Maroondah Hwy,VIC,3134,2021-07-14,14/07/2021,4:20pm - 5:05pm,Case attended,2021-07-19,19/07/2021,22:34:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:20:00,17:05:00
Windsor,Upton Girl Cafe,25 Upton Street,VIC,3181,2021-07-15,15/07/2021,8:30am - 8:45am,Case attended,2021-07-19,19/07/2021,21:48:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:30:00,08:45:00
St Kilda,Cafe Banff,29/145 Fitzroy Street,VIC,3182,2021-07-15,15/07/2021,1:45pm - 3:00pm,Case attended,2021-07-19,19/07/2021,21:48:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:45:00,15:00:00
Melbourne,Daniel's Donuts,"shop 6/7, 600 Collins Street",VIC,3029,2021-07-15,15/07/2021,3:00pm - 3:30pm,Case attended,2021-07-19,19/07/2021,21:48:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,15:30:00
Melbourne,Queen Victoria Market Visitors Hub,Cnr String Bean Alley & Queen Street,VIC,3000,2021-07-15,15/07/2021,12:15pm - 1:00pm,Case attended,2021-07-19,19/07/2021,21:48:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:15:00,13:00:00
Melbourne,Tropicana Juice Bar,213 Elizabeth Street,VIC,3000,2021-07-15,15/07/2021,12:45pm - 1:15pm,Case attended,2021-07-19,19/07/2021,21:48:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:45:00,13:15:00
Windsor,Upton Girl Cafe,25 Upton Street,VIC,3181,2021-07-14,14/07/2021,8:30am - 9:05am,Case attended,2021-07-19,19/07/2021,21:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:30:00,09:05:00
Prahan,Goodlife Health Club Prahran,286 Chapel Street,VIC,3181,2021-07-14,14/07/2021,12:45pm - 2:25pm,Case attended,2021-07-19,19/07/2021,21:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:45:00,14:25:00
Port Melbourne,3 Point Training,223 Rouse Street,VIC,3207,2021-07-15,15/07/2021,5:25pm - 7:00pm,Case attended,2021-07-19,19/07/2021,21:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:25:00,19:00:00
Dandenong South,Swift Way Takeaway,1/19-21 Swift Way,VIC,3175,2021-07-12,12/07/2021,6:40am - 7:15am,Case attended,2021-07-19,19/07/2021,20:41:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:40:00,07:15:00
Dandenong South,Swift Way Takeaway,1/19-21 Swift Way,VIC,3175,2021-07-13,13/07/2021,6:40am - 7:15am,Case attended,2021-07-19,19/07/2021,20:41:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:40:00,07:15:00
Dandenong South,Swift Way Takeaway,1/19-21 Swift Way,VIC,3175,2021-07-15,15/07/2021,6:40am - 7:15am,Case attended,2021-07-19,19/07/2021,20:41:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:40:00,07:15:00
Dandenong South,Bunnings Dandenong,101 Princess Highway,VIC,3175,2021-07-13,13/07/2021,7:45am - 8:15am,Case attended,2021-07-19,19/07/2021,20:41:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:45:00,08:15:00
Fitzroy,Courtyard 55 Cafe,55 Victoria Parade,VIC,3065,2021-07-16,16/07/2021,1:35pm - 2:10pm,Case attended,2021-07-19,19/07/2021,18:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:35:00,14:10:00
Fitzroy,Co Ba Cafe,41 Victoria Parade,VIC,3065,2021-07-16,16/07/2021,2:08pm - 2:45pm,Case attended,2021-07-19,19/07/2021,18:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:08:00,14:45:00
Fitzroy,HealthSmart Pharmacy Victoria Parade,55 Victoria Parade,VIC,3065,2021-07-16,16/07/2021,3:30pm - 4:15pm,Case attended,2021-07-19,19/07/2021,18:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:30:00,16:15:00
Fitzroy,Eastern Hill Lotto,55 Victoria Parade,VIC,3065,2021-07-16,16/07/2021,1:45pm - 2:20pm,Case attended,2021-07-19,19/07/2021,18:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:45:00,14:20:00
Richmond,Appleton Street apartment complex (see notes),39 Appleton Street,VIC,3121,2021-07-13,13/07/2021,12:00am - 11:59pm,Exposure time period applies from 12:00am on 13 July to 11:59pm on 17 July. Case attended.,2021-07-19,19/07/2021,16:35:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Richmond,Tanner Street apartment complex (see notes),24 Tanner Street,VIC,3121,2021-07-16,16/07/2021,12:00am - 11:59pm,Exposure time period applies from 12:00am on 16 July to 11:59pm on 18 July. Case attended.,2021-07-19,19/07/2021,16:35:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Fitzroy,Charles St apartment complex (see notes),96 Charles Street,VIC,3065,2021-07-14,14/07/2021,12:00am - 11:59pm,Exposure time period applies from 12:00am on 14 July to 11:59pm on 18 July. Case attended.,2021-07-19,19/07/2021,16:35:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Richmond,Burnley Street apartment complex (see notes),174 Burnley Street,VIC,3121,2021-07-13,13/07/2021,12:00am - 11:59pm,Exposure time period applies from 12:00am on 13 July to 11:59pm on 17 July. Case attended.,2021-07-19,19/07/2021,16:35:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Nunawading,TGF Butchers (formally Mountainview Select Meats),289A Springfield Road,VIC,3131,2021-07-16,16/07/2021,10:20am - 11:00am,Case attended venue,2021-07-19,19/07/2021,16:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:20:00,11:00:00
Richmond,Bastion Collective,14-18 Cremorne Street,VIC,3121,2021-07-15,15/07/2021,8:35am - 5:00pm,Case attended venue,2021-07-19,19/07/2021,16:08:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:35:00,17:00:00
Fitzroy,Ichi Ni Nana Izakaya ,127 Brunswick Street,VIC,3065,2021-07-15,15/07/2021,6:35pm - 9:15pm,Case attended venue,2021-07-19,19/07/2021,16:08:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:35:00,21:15:00
Calder Park,"BP Service Station Outbound - including Subway, McDonalds, KFC and Calvino",937 Calder Fwy,VIC,3037,2021-07-11,11/07/2021,11:15am - 11:45am,Case attended venue,2021-07-19,19/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:15:00,11:45:00
Hawthorn,Coles Glenferrie ,689-699 Glenferrie Road,VIC,3122,2021-07-14,14/07/2021,6:45pm - 7:10pm,Case attended venue,2021-07-19,19/07/2021,14:20:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:45:00,19:10:00
Richmond,Cheeky Monkey Cafe,101 - 103 Swan Street,VIC,3121,2021-07-16,16/07/2021,8:10am - 8:55am,Case attended venue,2021-07-19,19/07/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:10:00,08:55:00
Nunawading,Blue Moon Cellars Bottleshop,285 Springfield Road,VIC,3121,2021-07-16,16/07/2021,6:25pm - 7:00pm,Case attended venue,2021-07-19,19/07/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:25:00,19:00:00
Public Transport,Metro Trains - Frankston Line (Glenhuntly Station to Richmond Station),,VIC,,2021-07-14,14/07/2021,1:41pm - 1:58pm,Case travelled on train,2021-07-19,19/07/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:41:00,13:58:00
Public Transport,Metro Trains - Frankston Line (Richmond Station to Glen Huntly Station),,VIC,,2021-07-14,14/07/2021,10:32pm - 10:47pm,Case travelled on train,2021-07-19,19/07/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",22:32:00,22:47:00
Public Transport,Metro Trains - Frankston Line (Glenhuntly Station to Richmond Station),,VIC,,2021-07-15,15/07/2021,10:32am - 10:50am,Case travelled on train,2021-07-19,19/07/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:32:00,10:50:00
Public Transport,Yarra Trams Route 16 (Stop 74 Glenferrie Station/Glenferrie Road to Stop 79 Wellington Street & Glenferrie Road) ,,VIC,,2021-07-14,14/07/2021,7:59am - 8:25am,Case travelled on tram,2021-07-19,19/07/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:59:00,08:25:00
Public Transport,Yarra Trams Route 16 (Stop 74 Glenferrie Station/Glenferrie Road to Stop 79 Wellington Street & Glenferrie Road) ,,VIC,,2021-07-15,15/07/2021,7:39am - 7:55am,Case travelled on tram,2021-07-19,19/07/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:39:00,07:55:00
Public Transport,Metro Trains - Alamein Line towards city (Burwood Station to Glenferrie Station),,VIC,,2021-07-14,14/07/2021,7:39am - 7:52am,Case travelled on train,2021-07-19,19/07/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:39:00,07:52:00
Public Transport,Metro Trains - Alamein Line towards city (Burwood Station to Glenferrie Station),,VIC,,2021-07-15,15/07/2021,7:19am - 7:32am,Case travelled on train,2021-07-19,19/07/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:19:00,07:32:00
Melbourne,Chubb Insurance Australia Ltd,Level 12/720 Bourke Street,VIC,3000,2021-07-14,14/07/2021,8:00am - 6:00pm,Case attended venue,2021-07-19,19/07/2021,11:25:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:00:00,18:00:00
Collingwood,Oxford Larder,18 Peel Street,VIC,3066,2021-07-16,16/07/2021,11:45am - 12:25pm,Case attended venue,2021-07-19,19/07/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:45:00,12:25:00
Fitzroy,Woolworths Fitzroy,243 Smith Street,VIC,3065,2021-07-16,16/07/2021,12:20pm - 1:00pm,Case attended venue,2021-07-19,19/07/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:20:00,13:00:00
Ringwood North,Ritchies Supermarkets IGA Ringwood North,204 Warrandyte Road,VIC,3134,2021-07-16,16/07/2021,9:30am - 10:30am,Case attended venue,2021-07-19,19/07/2021,11:25:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:30:00,10:30:00
Hurstbridge,Hurstbridge Liquor / Nine One Wine,919 Heildelberg-Kinglake Road,VIC,3099,2021-07-13,13/07/2021,3:40pm - 4:20pm,Case attended venue,2021-07-19,19/07/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:40:00,16:20:00
Hurstbridge,Burke’s Fish and Chips  ,Unit 5/920 Heidelberg-Kinglake Rd,VIC,3099,2021-07-13,13/07/2021,3:40pm - 4:20pm,Case attended venue,2021-07-19,19/07/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:40:00,16:20:00
Cowes,Coles Cowes,Cnr Church & Thompson Ave,VIC,3922,2021-07-13,13/07/2021,5:00pm - 5:20pm,Case attended venue,2021-07-19,19/07/2021,00:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:00:00,17:20:00
Cowes,Coles Cowes,Cnr Church & Thompson Ave,VIC,3922,2021-07-12,12/07/2021,4:30pm - 5:30pm,Case attended venue,2021-07-19,19/07/2021,00:07:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:30:00,17:30:00
Cremorne,Sloane Ranger,13 Cremorne Street,VIC,3121,2021-07-14,14/07/2021,8:25am - 9:10am,Case attended venue,2021-07-20,20/07/2021,20:27:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:25:00,09:10:00
